,x,y,label
0,0.9181626160679538,0.40760205357960994,0
1,0.8316928182789203,-0.568388157684964,1
2,1.2502282552365909,-0.2826265972837301,1
3,-0.2628575377665251,0.9623249536505221,0
4,0.24394743745617775,-0.4008742731470558,1
5,1.1255237374724218,-0.06888689838469216,0
6,1.1151509958254626,0.39583903664469355,0
7,-0.031475814671746,0.39140975988731336,1
8,1.331537144450348,-0.5356649361253295,1
9,1.176006198997848,0.27009870693248983,0
10,0.21104358016234512,0.8686439080481755,0
11,0.4459868528375307,-0.20238606071609805,1
12,1.0625219497143799,-0.392267667057024,1
13,0.09012958693146661,-0.2344576849530743,1
14,0.06999163877946896,0.9615685727434327,0
15,-0.8367633989752359,0.23609494596551334,0
16,1.2308263585804309,-0.2273513906875187,1
17,-0.7639085565122823,0.651642608198773,0
18,0.09103819111784617,-0.06146457595855276,1
19,1.074666241540686,-0.6600271906022843,1
20,-0.666257761671114,0.9061184374284036,0
21,1.6879242627591267,-0.09810349635104874,1
22,0.4466389598169449,0.9663425076593604,0
23,-0.4216224336404931,0.9254203255015193,0
24,-0.20884220888356506,0.7119080467160654,0
25,1.8437401027367717,-0.04592835915274897,1
26,1.6355645381684472,-0.20700992074930685,1
27,0.998957201694046,0.5185116620096328,0
28,0.09967497600661672,0.35881538578514505,1
29,-0.8238839743362092,0.43432515885129086,0
30,0.12278878707872437,0.8649236009197538,0
31,1.7624443839519282,-0.013366243623926376,1
32,-0.4422976289976921,0.8874896477910357,0
33,0.599739435959118,-0.2578714110565128,1
34,1.7240032224853234,-0.3555722658719733,1
35,1.636006209499161,-0.18266105518768955,1
36,2.094024727544465,0.2796219138159039,1
37,2.0474448843142503,0.35091482608793095,1
38,0.3272777394224954,-0.04122810545787253,1
39,0.6943824719499566,0.7100133238542736,0
40,0.3099092342859954,0.9870403886137643,0
41,1.6602247342608336,-0.28579739607860555,1
42,-0.8203148571899115,0.7124767801436533,0
43,0.2172975117084804,-0.09860235718791101,1
44,1.135671141037067,0.049752622548094205,0
45,0.9699800222518071,-0.5188826032559541,1
46,0.774848637643801,0.7186758027121487,0
47,1.3510929304222654,-0.5485101470976197,1
48,0.7758561795065864,0.672328836725338,0
49,0.04062783837003179,0.2189057587382574,1
50,0.41349340057867645,0.8476307042079629,0
51,-0.1701044032369214,1.0026698372768035,0
52,0.04236320337160037,0.5831227169166142,1
53,-0.9365564411762879,0.1925320498790253,0
54,0.8877547762740616,0.3892648154908305,0
55,2.0072914756965514,0.5818887068421288,1
56,-0.20582976144561202,0.9025748294255344,0
57,-1.0039199598292885,0.059402757616835056,0
58,0.7855080636343986,-0.5849875540228784,1
59,-0.9623992031555035,0.41442542911438557,0
60,0.5898358930420684,0.8171754538922016,0
61,1.96901395811952,0.17228000465327994,1
62,0.4244852363767416,0.5913071222238812,0
63,0.6453715412862415,0.7291929249700148,0
64,0.12547372341272073,0.9653871572041559,0
65,0.8717446336486298,0.5382999973571333,0
66,0.34875150579832337,0.07811214101827099,1
67,0.7768483409522984,-0.4955941425015803,1
68,0.3678579695030529,-0.37336218946242766,1
69,0.9720389030652644,0.21902698037407772,0
70,-0.7801339433345174,0.6035038791249824,0
71,-0.5996044147787629,0.6785640293447629,0
72,-0.2265101576567235,1.148401087695689,0
73,0.09781581751774862,0.4090847969459114,1
74,0.8248394434264068,0.43424825461493594,0
75,-1.1235122613165844,0.008876532411105864,0
76,0.21403370746234607,-0.1843923884943096,1
77,2.022576950451623,-0.017139596282919722,1
78,1.9134567728484846,0.36253120289777796,1
79,-0.9251489431367419,0.610516120135881,0
80,0.831745960517619,0.20326403956826966,0
81,0.5127801320650571,-0.37972047312040225,1
82,0.08320192678905175,0.14147512995122025,1
83,-0.8967520284246622,-0.019434272672763382,0
84,0.654623682401513,-0.4343238612915376,1
85,1.3744524931638,-0.4105021550339643,1
86,-0.6473038963157635,0.6428472121132238,0
87,1.2661085110110584,-0.5068236110917832,1
88,2.0446079600400573,0.09359202685739701,1
89,-0.17856319977715007,1.0358307724141909,0
90,-0.7952663984805425,0.2746645033824962,0
91,-0.5307833836608331,0.7173940648352045,0
92,0.97824559620848,-0.5034374351534933,1
93,-0.9327195920338075,0.1394070339055856,0
94,1.675265182773366,0.055584547514001936,1
95,0.09841813599302296,0.05019173995711545,1
96,1.506247700770123,-0.4134964346761119,1
97,0.5615515797123667,0.8512238729948651,0
98,1.964563138466878,0.09457656386379736,1
99,0.6035060179027175,-0.31312480330650994,1
